start_date,asset_number,GLD,MDYG,MDYV,SLYG,SLYV,SPYG,SPYV,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,SPHB,SPLV,XMLV,XSLV,XLRE,XLC
2010-01-04,16,0.3000000000000002,1.7970752886275803e-09,0.0,0.0,0.0,1.239839253494352e-09,0.0,0.0,0.0,0.0,0.0,0.10000000831562363,0.3000000000000002,0.0,0.3000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-06,16,0.2999994666245177,0.0989592228006639,3.8363505862377494e-11,9.583458639976697e-09,0.0010408698449279475,8.137445911301122e-09,1.2716684188910245e-07,4.871360455130142e-08,1.4871617273315928e-07,3.3080009031666023e-07,6.866327127983467e-08,1.1957344772232311e-08,0.29999983898760224,5.628218078177788e-08,0.2999999650761216,3.886828810920739e-07,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-06,16,0.29999998562005853,0.0,0.0,0.0,0.0999999985075277,7.54046824981732e-10,3.178702856485905e-09,3.4280180916123614e-09,5.663271851474218e-09,8.61617377445675e-09,2.101775864460996e-09,0.0,0.29999999594555515,1.9924091265723796e-09,0.0,0.2999999972004486,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-04,16,0.3000000000000002,1.5979511544715312e-08,8.99447914290572e-09,1.3675029605618743e-08,8.691311385080606e-09,0.0,0.0,0.0,0.0,0.0,0.0,1.663711745119819e-08,0.3000000000000002,0.0,0.10000001922987162,0.3000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-03,16,0.2999999933505322,2.292096157275699e-09,6.848549285703727e-08,1.8511391547613866e-08,0.010186693981996795,8.142862957667345e-09,8.124951945815254e-09,3.28732580832535e-09,1.2630168206081242e-08,9.483118225686263e-09,1.7840764326141661e-09,7.719134304008598e-09,0.29999994239091393,1.0737562741342993e-08,0.08981538504908444,0.29999999835397995,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-04,16,0.29984659175873457,0.299870741320366,3.2257310239175956e-05,0.1506168224617096,4.263199102098988e-05,3.739758033930493e-05,3.932510510704087e-05,4.276045035912959e-05,4.721910293334908e-05,5.27771993024076e-05,3.462306756040815e-05,0.07931459841200125,0.13406279115469444,2.1030501711451854e-05,2.3763837358333994e-05,0.035940971779179216,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-05,16,0.29999943860721806,0.2953226905219207,2.847169177243055e-08,2.8271103692426834e-08,1.572246371899832e-07,3.0398152928834116e-08,1.3489396098293515e-07,2.063636330113828e-07,2.7343178346562237e-07,6.746339694228455e-07,1.305599533063916e-07,2.0634202975851295e-10,0.2999998143486971,2.988503231216943e-08,0.0010736695765744813,0.10359936738119771,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-03,16,0.29999937172160657,1.3049018275408752e-08,3.4113391633259158e-15,2.0611780687509712e-08,9.432550189972946e-08,1.6952439424435376e-07,2.3397535216606362e-08,5.604012825404312e-07,4.6519954113427234e-07,3.4076086721117083e-07,4.097839202827619e-08,7.808882692654774e-08,0.29999964646040256,0.26048448178363476,0.05059848622631992,0.08891694618299267,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03,16,0.2999997327883914,1.1768115029056954e-06,1.158610994983464e-06,1.1497567035472112e-06,7.545379471656563e-07,8.72749880002922e-07,2.42661310432422e-08,4.3303912364529174e-07,2.8966726982815255e-07,3.6263449138413733e-07,9.463747386488946e-07,6.853725471327618e-07,0.29999917436993595,0.15236780389619645,2.63554308041011e-07,0.24759223291342458,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-03,16,0.29999997543739465,1.9865755642225997e-08,0.0,4.723140134204151e-09,1.1641883852935855e-08,1.0294695630921783e-08,3.323949577713343e-09,0.0,0.0,0.0,3.293962406187096e-08,0.0,0.3000000000000002,0.10000014087231936,2.4775474014032835e-08,0.2999999642526711,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-03,16,0.2908326729147574,9.613805901758771e-08,6.420719701852895e-08,1.80787509585466e-10,9.8330925225732e-08,2.1790674490792273e-10,5.941814979804574e-08,4.923230500270864e-07,3.981132931350465e-07,5.561105261366341e-07,6.87640720927518e-08,2.881118636322191e-10,0.2999995199459278,0.2777909764499426,4.267057561144312e-10,0.13137474101970445,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-02,16,0.2999998208546678,2.19572856910433e-08,3.754468907296588e-08,0.0,4.318378347273342e-08,0.0,1.839593189584262e-08,7.375440157914023e-08,2.5014239478371437e-08,1.0994507160938504e-07,4.10124786562327e-08,0.0,0.29999994217672066,0.29999995564878124,0.0,0.09999996770971713,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-04,16,0.2472002297810166,6.50059738871391e-07,6.259804511488264e-08,3.70231374145028e-07,6.907715908654795e-07,1.391513742536667e-08,4.727732562296785e-07,7.113676776272477e-07,2.500080678993649e-07,3.6228973937924884e-07,4.6214660556894627e-07,5.934320683464361e-08,0.29999810186263454,0.17194924412870435,1.4330312333202333e-05,0.2808211968252428,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-08,16,0.19104227389782155,5.835610073785746e-06,3.086353010694391e-06,6.5708902820020585e-06,2.6208175643956187e-06,2.6023554121990484e-06,2.7380707431453817e-06,7.792509925517636e-06,4.195406398429801e-06,4.095084537932749e-06,3.7566312118238623e-06,6.096485280013609e-06,0.2999969857129969,0.1541170644212777,0.29066114481129063,0.0641331409421733,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-08,16,0.04688089082086697,0.0003258821383925188,0.00031369780153006984,0.00032612198256084423,0.0003319154832768407,0.00031900291476912675,0.00032024961144103673,0.00033735498429879275,0.00033557013667631397,0.00033418860512944603,0.0003308127442642525,0.00032284027771985413,0.2987720099979608,0.08677703342696247,0.29878194966257215,0.2639059571304232,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-04,16,0.09417699204351156,1.4605306065238525e-08,5.073197960467609e-10,2.3396803936483564e-10,7.891750846389204e-09,1.2701532805986361e-09,5.195573939531779e-10,4.134101741591931e-08,4.2098994255121715e-08,2.3865069092017353e-08,1.4575436265323176e-08,2.5231330708968303e-10,0.2999999619854388,0.03178133964421951,0.29999995527420864,0.27404166939909497,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-06,18,1.7269979553583943e-08,0.0,4.198079126389883e-09,0.0,0.0,8.011043293017224e-09,5.342575179874448e-09,0.0,0.0,0.0,0.0,5.919937337957327e-09,0.3000000000000002,1.0767622258107997e-08,0.3000000000000002,0.3000000000000002,0.0,0.10000001914283195,0.0,0.0,0.0,0.0
2014-04-07,18,1.7614374760508225e-07,1.0474028318305174e-07,0.19516920010627867,1.0246281304621738e-07,1.0391284520050356e-07,1.0105231705135167e-08,0.002524904846507747,2.972228803426324e-07,3.9011633482596045e-07,2.0062189099682763e-07,9.967387935965466e-09,1.470457065126446e-07,0.22573899677168768,0.05143739975846539,0.2999995858690208,0.17707841038541824,6.535104954461357e-07,0.04805202134502284,0.0,0.0,0.0,0.0
2014-07-08,18,9.093984263689648e-06,7.777781424007676e-07,0.22415067627913338,5.506283883611482e-07,7.130166259424112e-07,2.059769971122681e-06,0.08499492837098079,1.2796798169936559e-06,9.274056929315098e-07,3.1660925636826974e-06,4.010025868968312e-07,3.936213981531822e-06,0.1937803400636457,0.1353916991019734,0.2999985219516216,0.04609676134914095,2.3619227496256037e-06,0.015646103295621248,0.0,0.0,0.0,0.0
