start_date,asset_number,GLD,MDYG,MDYV,SLYG,SLYV,SPYG,SPYV,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2010-01-04,16,0.3000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099999999892159,0.3000000000000002,0.0,0.3000000000000002,0.0
2010-04-06,16,0.3000000000000002,0.0,0.0,0.0,0.10000000001499919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000000000002,0.0,0.3000000000000002,6.972877830692399e-12
2010-07-06,16,0.29999999984418646,0.0,0.0,0.0,0.09999999999068951,8.489068226351565e-12,3.147154519361962e-11,4.0580680448341374e-11,5.463550421990762e-11,9.361732552148836e-11,2.509302492135036e-11,2.2950200563976573e-12,0.2999999999481602,1.96617476681057e-11,0.0,0.29999999997005194
2010-10-04,16,0.3000000000000002,0.0,0.0,3.2039078828922956e-11,3.1809214898346137e-11,0.0,0.0,0.0,0.0,0.0,3.083065385743471e-11,0.0,0.3000000000000002,1.478660913182902e-12,0.3000000000000002,0.09999999855569526
2011-01-03,16,0.2999999999973248,5.324449814619016e-13,4.989964213820573e-13,5.592031559235738e-13,0.0,0.0,0.0,1.2964704700538367e-12,5.838410905127848e-13,1.7441820881815867e-12,0.0,6.039190125952044e-13,0.2999999999993453,0.0,0.09999999999806694,0.3000000000000002
2011-04-04,16,0.3000000000000002,0.2507099218703963,0.0,7.153102479039296e-13,0.0,0.0,0.0,0.0,2.169465439309623e-12,0.0,3.2814448006923435e-12,0.3000000000000002,3.4955698413140483e-12,0.1492900781370907,3.1837190775481617e-12,0.0
2011-07-05,16,0.2999999999997899,0.2999999999999616,4.20895201272052e-14,2.69601221955627e-10,6.519983996820409e-14,8.982149949508473e-10,6.051980414536478e-14,1.1135412528921759e-09,2.829237216627158e-15,1.570675645334669e-13,6.511645411667084e-14,0.29999999867808874,0.025635330334639828,3.2481645421882936e-14,0.0743646760316011,2.2774244916295903e-14
2011-10-03,16,0.2999999865956394,8.559155991143114e-12,7.68934240869231e-10,9.183159239654694e-09,1.5553600124773928e-12,4.6517789886990615e-10,7.2621224964340446e-12,5.364252144863283e-11,3.654533081967564e-11,2.2961973318993853e-11,1.2468296551803299e-08,3.169507280427574e-09,0.29999999998074156,0.24468009458928006,0.061707853676087845,0.09361205544212124
2012-01-03,16,0.2955134872540104,1.6364069286654317e-06,2.2252552383364597e-09,1.2271714970176278e-07,4.462457018459462e-09,0.0,0.0,2.0139997422122177e-08,8.609601690058428e-09,1.1522597335362073e-08,2.0166184022898704e-08,1.515556911929884e-09,0.29999999985701287,0.2867522337523822,1.7140868785795496e-07,0.11773254783582938
2012-04-03,16,0.29222878344839504,5.25051574568757e-10,2.230424880345883e-10,2.398866619650879e-12,2.7806763162042877e-10,4.444456469274796e-12,1.8211472229068754e-12,1.2039343845511782e-09,6.640833107643399e-10,8.509113658059946e-10,1.36446186263443e-10,2.38333158227056e-08,0.29999997987155136,0.2769368178414446,6.935477373146551e-06,0.13082745679173194
