start_date,asset_number,GLD,MDYG,MDYV,SLYG,SLYV,SPYG,SPYV,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,SPHB,SPLV,XMLV,XSLV,XLRE,XLC
2010-01-04,16,0.3000000000000002,0.0,0.0,0.0,0.0,2.3107242807647123e-11,3.339795714898256e-11,2.6256535054358793e-11,3.241258652436247e-11,0.0,0.0,0.09999999855863512,0.3000000000000002,1.337410337067296e-09,0.29999999984069936,2.8060623760036613e-12,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-06,16,0.3000000000000002,0.0,0.0,0.0,0.09999972618770778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000000000002,0.0,0.3000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-06,16,0.3000000000000002,0.0,5.4658024975943934e-12,3.216410023787498e-12,0.09999999996667533,8.057747959372093e-12,0.0,0.0,2.998252524790507e-12,0.0,6.199806766841335e-12,7.485102118762388e-12,0.3000000000000002,0.0,7.330614729450473e-12,0.29999999999064114,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-04,16,0.3000000000000002,1.0852351074710598e-13,3.1565202889197165e-13,1.2307845328775097e-12,1.7387271930181966e-12,0.0,0.0,0.0,0.0,0.0,0.0,1.6144738395846994e-12,0.3000000000000002,0.0,0.3000000000000002,0.10000000000366834,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-03,16,0.29999999998521204,2.7548241465780325e-13,1.96870297841661e-14,3.358785471974171e-13,0.0,1.2098461121823377e-12,2.1655260917796618e-12,3.622138700087883e-12,5.448233530991325e-12,1.0514403236960829e-11,1.5295903432743808e-12,3.465366882338181e-13,0.2999999999945597,2.2721075021436885e-12,0.09999999999751213,0.29999999999687826,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-04,16,0.2999999999457214,0.25069780602602604,7.899033931494388e-12,0.0,1.1732113858584897e-11,8.133987833248329e-13,1.8206413386715103e-11,2.038006014778658e-12,0.0,7.377350117010704e-11,0.0,0.29999999998882027,0.0,0.14930219395564903,0.0,6.823162194011236e-13,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-05,16,0.29999224824452886,0.29999359383133206,1.8598124238170677e-06,2.559048455469564e-05,2.009417228171937e-06,1.5185335281211484e-06,1.8929027847815965e-06,1.5476190084834669e-06,1.6472709272614553e-06,2.856995123991261e-06,2.17495553303001e-06,0.2999909779063521,0.02560357091138734,1.6949281662948276e-06,0.07441100016548072,1.712270161470774e-06,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-03,16,0.29929718616824014,4.315795964847116e-09,0.0,0.010465072010131441,0.0,2.083732478341437e-09,0.0,0.0,0.0,0.0,2.9216888355594183e-10,0.003983158066489304,0.3000000000000002,0.2458531441952795,0.06605529763342231,0.07434616725502659,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03,16,0.29551562640140977,7.476647644442315e-08,6.764136938547403e-11,1.034553276446678e-10,5.357904521485459e-12,7.972936722583989e-09,2.4749228190831513e-11,4.560493015347194e-14,8.01609750892689e-12,1.808790436274239e-12,3.2379986959191117e-11,1.2004986842299852e-08,0.2999992469444822,0.2867471788369263,3.6925279196611003e-06,0.11773415899102135,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-03,16,0.29223124562774416,5.948585142372435e-09,1.0148723498937358e-09,4.871063435232084e-08,2.1058508284249413e-09,3.324344254306567e-12,5.0690851682907794e-09,3.71057565473749e-09,2.717207129350487e-09,3.5722414950462388e-09,6.891848134390744e-10,7.672462530592952e-07,0.29999967533238187,0.27693516177762517,8.571094298814058e-07,0.13083221541498494,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-03,16,0.28548394589753007,1.6145068954719311e-09,6.290586918481617e-10,5.31901703164165e-10,1.1467532052969679e-09,2.7019137424268974e-09,1.9959025754340042e-11,2.565757311247851e-09,1.970603415859512e-09,2.087860531991841e-09,4.710420584383844e-10,1.2843817931801217e-08,0.2999999974665524,0.299999997680545,2.494545195999751e-09,0.114516038548966,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-02,16,0.2517391649219026,4.767401051479097e-06,4.006908831119648e-06,3.381943333437874e-06,3.660961080129806e-06,3.4831424850783772e-06,3.4763633483960187e-06,4.763299451949856e-06,4.3676702135401825e-06,4.154428492026705e-06,3.733943788016028e-06,0.055756947469665974,0.29998516046035684,0.29998523900524926,0.08867074614703498,0.003867422659626978,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-04,16,0.2603720158047046,1.5829180675589297e-08,6.538779598562021e-09,7.692149376204508e-13,1.994346815894018e-09,3.99836221329234e-12,8.963138245046391e-13,1.6367868395394747e-08,1.5935590617091057e-08,8.851408292231097e-09,3.201864984302723e-09,5.039456469273823e-08,0.29999998458981375,0.29999997307425524,7.699165375686101e-09,0.13962791231490776,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-08,16,0.2600631026613982,7.624663266498267e-14,3.247707895925487e-15,2.8718401156520524e-14,3.300727675806055e-14,7.506926460000488e-10,5.935075176120482e-16,1.2081745725685385e-13,1.1233435824128855e-13,4.1519770675414206e-14,4.7184200072218034e-14,5.924081666917437e-08,0.29999999366766567,0.279475650118446,0.16046122371304566,2.646184247522947e-09,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-08,16,0.26784779992764535,0.0,0.0,0.0,0.0,5.697456510567006e-10,2.9445544369711734e-10,0.0,0.0,0.0,0.0,5.994842782430419e-10,0.3000000000000002,0.1305650438570217,0.3000000000000002,0.001587158302018398,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-04,16,0.27313682938486733,2.7791039979913522e-14,1.8878476394198064e-14,2.5622444543595146e-09,9.446927024206682e-10,0.0,4.698675506275568e-15,3.899389300420575e-14,4.838964843415136e-14,2.1070796853339944e-14,1.8391975249523494e-14,4.278761017978791e-09,0.2999999999999577,0.08983531987810099,0.29999999999996924,0.03702785056775612,0.0,0.0,0.0,0.0,0.0,0.0
