start_date,asset_number,GLD,MDYG,MDYV,SLYG,SLYV,SPYG,SPYV,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,SPHB,SPLV,XMLV,XSLV,XLRE,XLC
2010-01-04,16,0.3000000000000002,3.945250284124379e-12,0.0,0.0,0.0,2.557040259212335e-12,0.0,0.0,0.0,0.0,0.0,0.1000000000442553,0.3000000000000002,4.6999164624521855e-12,0.3000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-06,16,0.3000000000000002,0.09999983458381338,1.302327771041111e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3000000000000002,0.0,0.3000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-07-06,16,0.3000000000000002,0.0,1.487874657615706e-10,3.658255262387447e-11,0.09999999884573828,0.0,4.255446165514979e-12,0.0,0.0,0.0,4.0111622977463546e-11,1.3304053821177664e-10,0.3000000000000002,4.368234821034337e-11,4.7120323112167126e-11,0.3000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-04,16,0.2999999999740729,0.008135798512076528,1.941303166771448e-11,0.00031200519730738605,1.1858716494676815e-11,7.517625849821848e-13,6.335825780946812e-12,7.444471884164314e-12,1.1940910923745553e-11,2.0579814877322858e-11,4.7121677808573815e-12,2.439772862871695e-11,0.29999999999284993,1.4648697508721374e-12,0.16021390441749608,0.2313382920927428,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-03,16,0.2999536127172636,4.386896673102336e-05,0.0015208396465397666,5.645901473337263e-05,0.08011608561023319,1.1675794778747109e-05,1.1837114988686081e-05,1.2337385219585994e-05,1.2402767605762079e-05,1.3591287923387437e-05,1.192784643806165e-05,1.1407558334666511e-05,0.29983462618302603,1.0527412508425138e-05,0.018416883580404584,0.29995636574452483,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-04,16,0.3000000000000002,0.3000000000000002,4.278660455525678e-11,8.584304905069709e-11,0.0,0.0,0.0,0.0,0.0,0.0,2.662044516835845e-11,0.0529340263571888,0.3000000000000002,0.0,4.691977279606869e-11,0.04706597381868872,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-05,16,0.29999998732457617,0.2999999440622814,2.1520187851901656e-09,7.207694813338122e-09,5.075856380010297e-09,1.890729057996368e-09,1.7892524305460299e-09,5.919481980807222e-09,5.271787985530269e-09,7.959930325864595e-09,3.353438291012433e-09,0.0010570446692955736,0.2999999336518478,3.3531097119185236e-11,0.04993422341570738,0.04900882608892537,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-03,16,0.29999990345986,2.386110980255001e-08,2.1535252655584544e-08,2.493388514949376e-08,2.877054506515846e-08,1.8538522735489536e-08,1.9637528577815534e-08,3.3642023004228284e-08,2.9026057262730495e-08,3.49196120128976e-08,2.4754626471992327e-08,1.889049672094977e-07,0.29999990941293286,0.29999573092808224,0.08497594282322976,0.015028135391563339,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-03,16,0.29999968398575544,8.847105647238674e-08,6.692476098470861e-07,8.50013466117777e-08,9.268281684929053e-08,6.920015479656985e-08,7.063345974374799e-08,1.23234015088671e-07,1.0089617985105555e-07,1.192830828012973e-07,8.311551077119079e-08,6.453584979525153e-08,0.29999964355691183,0.2855832451148005,3.856985544376816e-07,0.11441557063425627,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-03,16,0.3000000000000002,0.0,1.7529092798539315e-11,0.0,0.0,1.367004322618025e-10,0.0,0.0,0.0,0.0,0.0,3.240803216443568e-10,0.3000000000000002,0.10000000039767054,2.8171598738150043e-10,0.3000000000000002,0.0,0.0,0.0,0.0,0.0,0.0
